QueryID,Iteration,DocId,Relevance
Q01,1,T00798.txt,1
Q01,1,T00080.txt,1
Q01,1,T00806.txt,1
Q01,1,T00800.txt,1
Q01,1,T00656.txt,1
Q01,1,L00276.txt,1
Q01,1,T00804.txt,1
Q01,1,S00158.txt,1
Q01,1,T00212.txt,1
Q01,1,L00259.txt,1
Q01,1,T00693.txt,1
Q01,1,T00688.txt,1
Q01,1,S00456.txt,1
Q01,1,T00799.txt,1
Q01,1,T00118.txt,1
Q01,1,S00699.txt,1
Q01,1,R00446.txt,1
Q01,1,T00151.txt,1
Q01,1,S00163.txt,1
Q01,1,T00011.txt,1
Q02,1,C00018.txt,1
Q02,1,C00688.txt,1
Q02,1,C00959.txt,1
Q02,1,C00677.txt,1
Q02,1,C00242.txt,1
Q02,1,C00769.txt,1
Q02,1,C00862.txt,1
Q02,1,C00679.txt,1
Q02,1,C00059.txt,1
Q02,1,C00095.txt,1
Q02,1,S00001.txt,1
Q02,1,C00436.txt,1
Q02,1,C00050.txt,1
Q02,1,C00556.txt,1
Q02,1,C00336.txt,1
Q02,1,C00228.txt,1
Q02,1,C00630.txt,1
Q02,1,C00074.txt,1
Q02,1,C00053.txt,1
Q02,1,C00797.txt,1
Q03,1,C00240.txt,1
Q03,1,P_2013.txt,1
Q03,1,P_1522.txt,1
Q03,1,P_1534.txt,1
Q03,1,C00954.txt,1
Q03,1,P_1459.txt,1
Q03,1,C00588.txt,1
Q03,1,P_1431.txt,1
Q03,1,M00191.txt,1
Q03,1,C00043.txt,1
Q03,1,C00748.txt,1
Q03,1,T01155.txt,1
Q03,1,P_1453.txt,1
Q03,1,P_89.txt,1
Q03,1,P_1496.txt,1
Q03,1,P02171.txt,1
Q03,1,T00800.txt,1
Q03,1,S00052.txt,1
Q03,1,P_1958.txt,1
Q03,1,P_1436.txt,1
Q04,1,C00966.txt,1
Q04,1,C00928.txt,1
Q04,1,C00707.txt,1
Q04,1,C00233.txt,1
Q04,1,C00321.txt,1
Q04,1,C00590.txt,1
Q04,1,C00011.txt,1
Q04,1,C00648.txt,1
Q04,1,C00956.txt,1
Q04,1,C00775.txt,1
Q04,1,C00247.txt,1
Q04,1,C00593.txt,1
Q04,1,C00391.txt,1
Q04,1,C00514.txt,1
Q04,1,C00278.txt,1
Q04,1,C00094.txt,1
Q04,1,C00333.txt,1
Q04,1,C00843.txt,1
Q04,1,D00114.txt,1
Q04,1,C00414.txt,1
Q05,1,T00117.txt,1
Q05,1,T01280.txt,1
Q05,1,T00106.txt,1
Q05,1,T01275.txt,1
Q05,1,T00110.txt,1
Q05,1,T00825.txt,1
Q05,1,T00125.txt,1
Q05,1,T00649.txt,1
Q05,1,T00702.txt,1
Q05,1,T01110.txt,1
Q05,1,T00123.txt,1
Q05,1,T00753.txt,1
Q05,1,T00124.txt,1
Q05,1,T00119.txt,1
Q05,1,T00925.txt,1
Q05,1,T00122.txt,1
Q05,1,T00108.txt,1
Q05,1,T00752.txt,1
Q05,1,T00113.txt,1
Q05,1,T00799.txt,1
Q06,1,C00450.txt,1
Q06,1,S00001.txt,1
Q06,1,C00447.txt,1
Q06,1,C00018.txt,1
Q06,1,C00512.txt,1
Q06,1,C00677.txt,1
Q06,1,C00086.txt,1
Q06,1,C00615.txt,1
Q06,1,C00220.txt,1
Q06,1,C00277.txt,1
Q06,1,C00264.txt,1
Q06,1,C00344.txt,1
Q06,1,C00743.txt,1
Q06,1,C00050.txt,1
Q06,1,S00186.txt,1
Q06,1,C00713.txt,1
Q06,1,C00483.txt,1
Q06,1,C00945.txt,1
Q06,1,C00074.txt,1
Q06,1,C00584.txt,1
Q07,1,T00075.txt,1
Q07,1,T00404.txt,1
Q07,1,T00140.txt,1
Q07,1,T00013.txt,1
Q07,1,T00008.txt,1
Q07,1,P_629.txt,1
Q07,1,T00684.txt,1
Q07,1,L00276.txt,1
Q07,1,T00650.txt,1
Q07,1,T00111.txt,1
Q07,1,T00087.txt,1
Q07,1,T00099.txt,1
Q07,1,T00112.txt,1
Q07,1,T00642.txt,1
Q07,1,T01225.txt,1
Q07,1,T00038.txt,1
Q07,1,T00865.txt,1
Q07,1,T00802.txt,1
Q07,1,T00156.txt,1
Q07,1,T00018.txt,1
Q08,1,L00433.txt,1
Q08,1,R00385.txt,1
Q08,1,L00106.txt,1
Q08,1,L00468.txt,1
Q08,1,L00442.txt,1
Q08,1,C00712.txt,1
Q08,1,L00051.txt,1
Q08,1,L00308.txt,1
Q08,1,L00190.txt,1
Q08,1,L00353.txt,1
Q08,1,S00043.txt,1
Q08,1,S00405.txt,1
Q08,1,L00098.txt,1
Q08,1,L00049.txt,1
Q08,1,C00530.txt,1
Q08,1,S00596.txt,1
Q08,1,L00437.txt,1
Q08,1,M00184.txt,1
Q08,1,C00241.txt,1
Q08,1,L00095.txt,1
Q09,1,S00884.txt,1
Q09,1,D00304.txt,1
Q09,1,D00762.txt,1
Q09,1,D00173.txt,1
Q09,1,D00379.txt,1
Q09,1,D00248.txt,1
Q09,1,S00766.txt,1
Q09,1,S00975.txt,1
Q09,1,S00779.txt,1
Q09,1,D00059.txt,1
Q09,1,S00921.txt,1
Q09,1,D00127.txt,1
Q09,1,D00166.txt,1
Q09,1,D00182.txt,1
Q09,1,S00857.txt,1
Q09,1,D00831.txt,1
Q09,1,D00692.txt,1
Q09,1,D00875.txt,1
Q09,1,D00191.txt,1
Q09,1,D00922.txt,1
Q10,1,D00101.txt,1
Q10,1,D00729.txt,1
Q10,1,D00463.txt,1
Q10,1,D00155.txt,1
Q10,1,D00819.txt,1
Q10,1,D00240.txt,1
Q10,1,D00545.txt,1
Q10,1,D00809.txt,1
Q10,1,D00141.txt,1
Q10,1,D00221.txt,1
Q10,1,C00344.txt,1
Q10,1,D00664.txt,1
Q10,1,D00044.txt,1
Q10,1,D00154.txt,1
Q10,1,D00335.txt,1
Q10,1,D00533.txt,1
Q10,1,D00374.txt,1
Q10,1,D00191.txt,1
Q10,1,D00319.txt,1
Q10,1,D00158.txt,1
Q11,1,C00669.txt,1
Q11,1,C00005.txt,1
Q11,1,C00237.txt,1
Q11,1,C00971.txt,1
Q11,1,C00962.txt,1
Q11,1,C00392.txt,1
Q11,1,C00338.txt,1
Q11,1,C00737.txt,1
Q11,1,C00360.txt,1
Q11,1,C00106.txt,1
Q11,1,C00435.txt,1
Q11,1,C00622.txt,1
Q11,1,C00425.txt,1
Q11,1,C00403.txt,1
Q11,1,C00462.txt,1
Q11,1,C00409.txt,1
Q11,1,C00290.txt,1
Q11,1,C00767.txt,1
Q11,1,C00721.txt,1
Q11,1,C00076.txt,1
Q12,1,C00521.txt,1
Q12,1,C00006.txt,1
Q12,1,M00217.txt,1
Q12,1,M00212.txt,1
Q12,1,C00052.txt,1
Q12,1,S00434.txt,1
Q12,1,C00259.txt,1
Q12,1,D00840.txt,1
Q12,1,S00335.txt,1
Q12,1,C00544.txt,1
Q12,1,C00159.txt,1
Q12,1,D00769.txt,1
Q12,1,D00038.txt,1
Q12,1,D00628.txt,1
Q12,1,C00202.txt,1
Q12,1,C00745.txt,1
Q12,1,D00695.txt,1
Q12,1,D00877.txt,1
Q12,1,D00631.txt,1
Q12,1,D00734.txt,1
Q13,1,C00412.txt,1
Q13,1,C00212.txt,1
Q13,1,S00323.txt,1
Q13,1,S00267.txt,1
Q13,1,S00206.txt,1
Q13,1,C00936.txt,1
Q13,1,R00073.txt,1
Q13,1,S00222.txt,1
Q13,1,L00440.txt,1
Q13,1,L00060.txt,1
Q13,1,R00478.txt,1
Q13,1,L00042.txt,1
Q13,1,L00127.txt,1
Q13,1,R00241.txt,1
Q13,1,D00234.txt,1
Q13,1,S00868.txt,1
Q13,1,S00305.txt,1
Q13,1,S00363.txt,1
Q13,1,L00119.txt,1
Q13,1,T01283.txt,1
Q14,1,S00160.txt,1
Q14,1,S00149.txt,1
Q14,1,S00264.txt,1
Q14,1,S00354.txt,1
Q14,1,S00174.txt,1
Q14,1,S00299.txt,1
Q14,1,S00236.txt,1
Q14,1,S00430.txt,1
Q14,1,S00861.txt,1
Q14,1,S00436.txt,1
Q14,1,S00791.txt,1
Q14,1,S00754.txt,1
Q14,1,S00300.txt,1
Q14,1,S00704.txt,1
Q14,1,S00323.txt,1
Q14,1,S00351.txt,1
Q14,1,T00510.txt,1
Q14,1,T00723.txt,1
Q14,1,S00957.txt,1
Q14,1,S00664.txt,1
Q15,1,T00396.txt,1
Q15,1,T00806.txt,1
Q15,1,L00087.txt,1
Q15,1,L00323.txt,1
Q15,1,T00405.txt,1
Q15,1,T01145.txt,1
Q15,1,T00911.txt,1
Q15,1,T00068.txt,1
Q15,1,L00388.txt,1
Q15,1,T01232.txt,1
Q15,1,T01233.txt,1
Q15,1,T00663.txt,1
Q15,1,L00005.txt,1
Q15,1,T00219.txt,1
Q15,1,T00069.txt,1
Q15,1,T00352.txt,1
Q15,1,T00659.txt,1
Q15,1,T00825.txt,1
Q15,1,T00285.txt,1
Q15,1,T00652.txt,1
Q16,1,M00310.txt,1
Q16,1,M00311.txt,1
Q16,1,M00307.txt,1
Q16,1,M00303.txt,1
Q16,1,M00278.txt,1
Q16,1,M00306.txt,1
Q16,1,M00277.txt,1
Q16,1,M00301.txt,1
Q16,1,M00305.txt,1
Q16,1,M00076.txt,1
Q16,1,M00108.txt,1
Q16,1,M00312.txt,1
Q16,1,C00302.txt,1
Q16,1,M00360.txt,1
Q16,1,C00057.txt,1
Q16,1,M00249.txt,1
Q16,1,M00086.txt,1
Q16,1,M00325.txt,1
Q16,1,M00054.txt,1
Q16,1,M00259.txt,1
Q17,1,S00137.txt,1
Q17,1,L00119.txt,1
