QueryID,Iteration,DocId,Relevance
Q01,1,S00306.txt,1
Q01,1,S00137.txt,1
Q01,1,L00259.txt,1
Q01,1,S00054.txt,1
Q01,1,S00706.txt,1
Q01,1,S00623.txt,1
Q01,1,C00868.txt,1
Q01,1,S00158.txt,1
Q01,1,D00263.txt,1
Q01,1,T00151.txt,1
Q01,1,S00928.txt,1
Q01,1,D00226.txt,1
Q01,1,L00249.txt,1
Q01,1,P_1353.txt,1
Q01,1,S00843.txt,1
Q01,1,P_2071.txt,1
Q01,1,T00726.txt,1
Q01,1,P_2088.txt,1
Q01,1,S00832.txt,1
Q01,1,L00353.txt,1
Q02,1,C00018.txt,1
Q02,1,S00077.txt,1
Q02,1,C00959.txt,1
Q02,1,C00550.txt,1
Q02,1,C00049.txt,1
Q02,1,C00679.txt,1
Q02,1,C00105.txt,1
Q02,1,C00242.txt,1
Q02,1,C00811.txt,1
Q02,1,C00436.txt,1
Q02,1,S00186.txt,1
Q02,1,C00713.txt,1
Q02,1,C00862.txt,1
Q02,1,C00677.txt,1
Q02,1,C00769.txt,1
Q02,1,S00267.txt,1
Q02,1,C00883.txt,1
Q02,1,C00050.txt,1
Q02,1,C00688.txt,1
Q02,1,C00898.txt,1
Q03,1,P_2013.txt,1
Q03,1,P_2028.txt,1
Q03,1,P_1439.txt,1
Q03,1,P_1430.txt,1
Q03,1,P_908.txt,1
Q03,1,P_1438.txt,1
Q03,1,P_1505.txt,1
Q03,1,P_1431.txt,1
Q03,1,P_1467.txt,1
Q03,1,P_1458.txt,1
Q03,1,P_1522.txt,1
Q03,1,P_2023.txt,1
Q03,1,P_1459.txt,1
Q03,1,P_1963.txt,1
Q03,1,P_495.txt,1
Q03,1,M00155.txt,1
Q03,1,P_1460.txt,1
Q03,1,P_1452.txt,1
Q03,1,P_1453.txt,1
Q03,1,P_1152.txt,1
Q04,1,C00966.txt,1
Q04,1,C00928.txt,1
Q04,1,C00843.txt,1
Q04,1,P_2005.txt,1
Q04,1,C00953.txt,1
Q04,1,P_830.txt,1
Q04,1,P_1432.txt,1
Q04,1,P_1386.txt,1
Q04,1,P_746.txt,1
Q04,1,P_1844.txt,1
Q04,1,P_1609.txt,1
Q04,1,S00572.txt,1
Q04,1,C00793.txt,1
Q04,1,P_863.txt,1
Q04,1,P_2097.txt,1
Q04,1,C00707.txt,1
Q04,1,P_1820.txt,1
Q04,1,C00175.txt,1
Q04,1,P01113.txt,1
Q04,1,P_1596.txt,1
Q05,1,T00648.txt,1
Q05,1,S00194.txt,1
Q05,1,T00117.txt,1
Q05,1,T01280.txt,1
Q05,1,T00646.txt,1
Q05,1,T00122.txt,1
Q05,1,T00106.txt,1
Q05,1,T00686.txt,1
Q05,1,T00417.txt,1
Q05,1,T00113.txt,1
Q05,1,T00432.txt,1
Q05,1,T00110.txt,1
Q05,1,T01281.txt,1
Q05,1,T00107.txt,1
Q05,1,T00119.txt,1
Q05,1,T00125.txt,1
Q05,1,T00665.txt,1
Q05,1,T00109.txt,1
Q05,1,T00124.txt,1
Q05,1,T01110.txt,1
Q06,1,C00447.txt,1
Q06,1,C00512.txt,1
Q06,1,C00220.txt,1
Q06,1,C00615.txt,1
Q06,1,C00277.txt,1
Q06,1,S00001.txt,1
Q06,1,C00936.txt,1
Q06,1,C00820.txt,1
Q06,1,C00450.txt,1
Q06,1,C00945.txt,1
Q06,1,C00086.txt,1
Q06,1,C00018.txt,1
Q06,1,C00824.txt,1
Q06,1,R00304.txt,1
Q06,1,C00609.txt,1
Q06,1,C00276.txt,1
Q06,1,M00189.txt,1
Q06,1,C00857.txt,1
Q06,1,C00834.txt,1
Q06,1,C00866.txt,1
Q07,1,T00008.txt,1
Q07,1,T00152.txt,1
Q07,1,P06117.txt,1
Q07,1,R00236.txt,1
Q07,1,L00377.txt,1
Q07,1,S00623.txt,1
Q07,1,T00085.txt,1
Q07,1,P_1223.txt,1
Q07,1,T00154.txt,1
Q07,1,P_1372.txt,1
Q07,1,T01225.txt,1
Q07,1,T00865.txt,1
Q07,1,R00287.txt,1
Q07,1,T00156.txt,1
Q07,1,P_629.txt,1
Q07,1,T00088.txt,1
Q07,1,P_969.txt,1
Q07,1,P_1476.txt,1
Q07,1,T00145.txt,1
Q07,1,T00005.txt,1
Q08,1,L00433.txt,1
Q08,1,C00712.txt,1
Q08,1,C00037.txt,1
Q08,1,L00468.txt,1
Q08,1,C00237.txt,1
Q08,1,L00442.txt,1
Q08,1,C01000.txt,1
Q08,1,L00308.txt,1
Q08,1,C00195.txt,1
Q08,1,C00845.txt,1
Q08,1,L00249.txt,1
Q08,1,C00351.txt,1
Q08,1,C00891.txt,1
Q08,1,C00074.txt,1
Q08,1,C00908.txt,1
Q08,1,C00047.txt,1
Q08,1,C00206.txt,1
Q08,1,S00405.txt,1
Q08,1,C00904.txt,1
Q08,1,R00385.txt,1
Q09,1,D00991.txt,1
Q09,1,D00836.txt,1
Q09,1,D00139.txt,1
Q09,1,D00550.txt,1
Q09,1,D00790.txt,1
Q09,1,D00539.txt,1
Q09,1,P_1683.txt,1
Q09,1,C00205.txt,1
Q09,1,D00720.txt,1
Q09,1,S00060.txt,1
Q09,1,D00484.txt,1
Q09,1,S00836.txt,1
Q09,1,S00028.txt,1
Q09,1,S00384.txt,1
Q09,1,D00861.txt,1
Q09,1,S00884.txt,1
Q09,1,S00912.txt,1
Q09,1,S00163.txt,1
Q09,1,S00018.txt,1
Q09,1,D00614.txt,1
Q10,1,D00101.txt,1
Q10,1,D00238.txt,1
Q10,1,D00044.txt,1
Q10,1,D00191.txt,1
Q10,1,D00020.txt,1
Q10,1,D00327.txt,1
Q10,1,D00335.txt,1
Q10,1,D00574.txt,1
Q10,1,D00510.txt,1
Q10,1,D00465.txt,1
Q10,1,D00107.txt,1
Q10,1,D00136.txt,1
Q10,1,D00128.txt,1
Q10,1,D00412.txt,1
Q10,1,D00299.txt,1
Q10,1,D00822.txt,1
Q10,1,D00404.txt,1
Q10,1,D00865.txt,1
Q10,1,D00533.txt,1
Q10,1,D00588.txt,1
Q11,1,C00005.txt,1
Q11,1,C00003.txt,1
Q11,1,C00037.txt,1
Q11,1,C00237.txt,1
Q11,1,C00712.txt,1
Q11,1,C01000.txt,1
Q11,1,C00076.txt,1
Q11,1,C00962.txt,1
Q11,1,C00845.txt,1
Q11,1,C00971.txt,1
Q11,1,C00195.txt,1
Q11,1,C00206.txt,1
Q11,1,C00036.txt,1
Q11,1,C00047.txt,1
Q11,1,C00682.txt,1
Q11,1,C00754.txt,1
Q11,1,C00817.txt,1
Q11,1,C00392.txt,1
Q11,1,C00889.txt,1
Q11,1,C00360.txt,1
Q12,1,D00769.txt,1
Q12,1,D00038.txt,1
Q12,1,C00052.txt,1
Q12,1,D00628.txt,1
Q12,1,C00521.txt,1
Q12,1,M00217.txt,1
Q12,1,C00006.txt,1
Q12,1,S00434.txt,1
Q12,1,C00159.txt,1
Q12,1,D00695.txt,1
Q12,1,D00631.txt,1
Q12,1,C00259.txt,1
Q12,1,D00877.txt,1
Q12,1,D00734.txt,1
Q12,1,C00202.txt,1
Q12,1,S00680.txt,1
Q12,1,D00174.txt,1
Q12,1,S00335.txt,1
Q12,1,T00674.txt,1
Q12,1,T00652.txt,1
Q13,1,L00060.txt,1
Q13,1,S00077.txt,1
Q13,1,C00018.txt,1
Q13,1,C00049.txt,1
Q13,1,C00550.txt,1
Q13,1,C00105.txt,1
Q13,1,C00811.txt,1
Q13,1,S00489.txt,1
Q13,1,S00222.txt,1
Q13,1,T00343.txt,1
Q13,1,S00267.txt,1
Q13,1,C00959.txt,1
Q13,1,L00127.txt,1
Q13,1,S00206.txt,1
Q13,1,T00571.txt,1
Q13,1,C00883.txt,1
Q13,1,D00769.txt,1
Q13,1,C00898.txt,1
Q13,1,C00731.txt,1
Q13,1,C00769.txt,1
Q14,1,S00382.txt,1
Q14,1,S00200.txt,1
Q14,1,S00056.txt,1
Q14,1,S00606.txt,1
Q14,1,S00433.txt,1
Q14,1,S00294.txt,1
Q14,1,S00358.txt,1
Q14,1,S00921.txt,1
Q14,1,S00348.txt,1
Q14,1,C00557.txt,1
Q14,1,S00174.txt,1
Q14,1,S00299.txt,1
Q14,1,S00766.txt,1
Q14,1,S00260.txt,1
Q14,1,S00569.txt,1
Q14,1,S00884.txt,1
Q14,1,S00563.txt,1
Q14,1,S00587.txt,1
Q14,1,S00779.txt,1
Q14,1,S00932.txt,1
Q15,1,T00396.txt,1
Q15,1,R00365.txt,1
Q15,1,S00222.txt,1
Q15,1,L00413.txt,1
Q15,1,R00505.txt,1
Q15,1,R00145.txt,1
Q15,1,T00399.txt,1
Q15,1,R00150.txt,1
Q15,1,S00856.txt,1
Q15,1,S00761.txt,1
Q15,1,L00283.txt,1
Q15,1,R00097.txt,1
Q15,1,R00506.txt,1
Q15,1,R00355.txt,1
Q15,1,P04094.txt,1
Q15,1,L00256.txt,1
Q15,1,L00085.txt,1
Q15,1,T00097.txt,1
Q15,1,L00229.txt,1
Q15,1,R00346.txt,1
Q16,1,M00310.txt,1
Q16,1,M00311.txt,1
Q16,1,M00303.txt,1
Q16,1,M00307.txt,1
Q16,1,M00056.txt,1
Q16,1,M00047.txt,1
Q16,1,M00247.txt,1
Q16,1,M00086.txt,1
Q16,1,M00030.txt,1
Q16,1,M00076.txt,1
Q16,1,M00200.txt,1
Q16,1,M00312.txt,1
Q16,1,M00199.txt,1
Q16,1,M00177.txt,1
Q16,1,M00203.txt,1
Q16,1,M00205.txt,1
Q16,1,S00765.txt,1
Q16,1,M00171.txt,1
Q16,1,M00305.txt,1
Q16,1,M00375.txt,1
Q17,1,S00175.txt,1
Q17,1,S00451.txt,1
Q17,1,S00474.txt,1
Q17,1,S00147.txt,1
Q17,1,S00207.txt,1
Q17,1,S00329.txt,1
Q17,1,S00776.txt,1
Q17,1,L00358.txt,1
Q17,1,S00769.txt,1
Q17,1,S00190.txt,1
Q17,1,S00513.txt,1
Q17,1,S00619.txt,1
Q17,1,P_433.txt,1
Q17,1,R00190.txt,1
Q17,1,S00542.txt,1
Q17,1,M00251.txt,1
Q17,1,L00320.txt,1
Q17,1,S00137.txt,1
Q17,1,S00353.txt,1
Q17,1,L00119.txt,1
Q18,1,D00508.txt,1
Q18,1,D00238.txt,1
Q18,1,D00093.txt,1
Q18,1,D00465.txt,1
Q18,1,D00841.txt,1
Q18,1,D00299.txt,1
Q18,1,D00020.txt,1
Q18,1,D00107.txt,1
Q18,1,D00327.txt,1
Q18,1,D00510.txt,1
Q18,1,D00822.txt,1
Q18,1,D00191.txt,1
Q18,1,D00574.txt,1
Q18,1,D00101.txt,1
Q18,1,D00044.txt,1
Q18,1,D00295.txt,1
Q18,1,D00647.txt,1
Q18,1,D00865.txt,1
Q18,1,D00136.txt,1
Q18,1,D00588.txt,1
Q19,1,C00280.txt,1
Q19,1,C00190.txt,1
Q19,1,C00592.txt,1
Q19,1,C00102.txt,1
Q19,1,M00038.txt,1
Q19,1,C00534.txt,1
Q19,1,C00382.txt,1
Q19,1,C00339.txt,1
Q19,1,C00600.txt,1
Q19,1,C00998.txt,1
Q19,1,C00469.txt,1
Q19,1,C00661.txt,1
Q19,1,C00232.txt,1
Q19,1,C00490.txt,1
Q19,1,M00232.txt,1
Q19,1,C00961.txt,1
Q19,1,C00628.txt,1
Q19,1,C00143.txt,1
Q19,1,M00230.txt,1
Q19,1,C00533.txt,1
Q20,1,P03088.txt,1
Q20,1,P03049.txt,1
Q20,1,P03054.txt,1
Q20,1,P03043.txt,1
Q20,1,L00060.txt,1
Q20,1,P03064.txt,1
Q20,1,P03044.txt,1
Q20,1,S00489.txt,1
Q20,1,P03083.txt,1
Q20,1,S00222.txt,1
Q20,1,P03089.txt,1
Q20,1,S00206.txt,1
Q20,1,M00315.txt,1
Q20,1,L00127.txt,1
Q20,1,R00190.txt,1
Q20,1,P03102.txt,1
Q20,1,L00130.txt,1
Q20,1,R00113.txt,1
Q20,1,L00358.txt,1
Q20,1,D00298.txt,1
